table,row_locator,ownership,action,confidence,validation_status,evidence
role_permissions,"{""id"": 10367}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10368}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10369}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 1036}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10370}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10371}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10372}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10373}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10374}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10375}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10376}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10377}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10378}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10379}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 1037}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10380}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10381}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10382}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10383}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10384}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10385}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10386}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10387}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10388}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10389}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 1038}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10390}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10391}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10392}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10393}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10394}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10395}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10396}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10397}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10398}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10399}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 1039}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10400}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10401}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10402}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10403}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10404}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10405}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10406}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10407}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10408}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10409}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 1040}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10410}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10411}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10412}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10413}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10414}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10415}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10416}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10417}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10418}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10419}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 1041}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10420}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10421}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10422}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10423}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10424}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10425}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10426}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10427}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10428}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10429}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 1042}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10430}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10431}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10432}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10433}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10434}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10435}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10436}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10437}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10438}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10439}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 1043}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10440}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10441}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10442}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10443}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10444}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10445}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10446}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10447}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10448}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10449}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 1044}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10450}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10451}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10452}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10453}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10454}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10455}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10456}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10457}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10458}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10459}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 1045}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10460}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10461}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10462}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10463}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10464}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10465}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10466}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10467}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10468}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10469}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 1046}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10470}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10471}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10472}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10473}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10474}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10475}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10476}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10477}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10478}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10479}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 1047}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10480}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10481}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10482}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10483}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10484}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10485}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10486}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10487}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10488}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10489}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 1048}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10490}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10491}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10492}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10493}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10494}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10495}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10496}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10497}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10498}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10499}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 1049}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10500}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10501}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10502}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10503}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10504}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10505}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10506}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10507}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10508}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10509}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 1050}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10510}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 10511}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
