table,row_locator,current_action,current_ownership,proposed_resolution,confidence,firm1_markers,firm2_markers,parent_owners,parent_evidence,schema_evidence,row_snapshot
tax_form_guides,"{""guide_id"": ""GUIDE-1041""}",QUARANTINE_GLOBAL_POLICY_REVIEW,GLOBAL_REVIEW,COPY_TO_BOTH_REFERENCE_CANDIDATE,MEDIUM,,,,,related_trust_types,"{""applies_to"": ""Trusts and estates"", ""body"": ""Form 1041 is generally used to report income, deductions, gains, losses, and distributions for trusts and estates. Whether it applies depends on structure and activity."", ""category"": ""trust_returns"", ""created_at"": ""2026-04-12 22:20:18"", ""form_name"": ""Form 1041"", ""guide_id"": ""GUIDE-1041"", ""related_trust_types"": ""simple;complex;irrevocable;revocable;foreign;other"", ""status"": ""published"", ""summary"": ""U.S. Income Tax Return for Estates and Trusts."", ""updated_at"": ""2026-04-12 22:20:18""}"
tax_form_guides,"{""guide_id"": ""GUIDE-1040""}",QUARANTINE_GLOBAL_POLICY_REVIEW,GLOBAL_REVIEW,COPY_TO_BOTH_REFERENCE_CANDIDATE,MEDIUM,,,,,related_trust_types,"{""applies_to"": ""Individuals"", ""body"": ""Form 1040 is the main individual income tax return. It may still matter in broader trust/estate planning discussions when individual and fiduciary matters intersect."", ""category"": ""individual_returns"", ""created_at"": ""2026-04-12 22:20:18"", ""form_name"": ""Form 1040"", ""guide_id"": ""GUIDE-1040"", ""related_trust_types"": ""other"", ""status"": ""published"", ""summary"": ""U.S. Individual Income Tax Return."", ""updated_at"": ""2026-04-12 22:20:18""}"
tax_form_guides,"{""guide_id"": ""GUIDE-1041X""}",QUARANTINE_GLOBAL_POLICY_REVIEW,GLOBAL_REVIEW,COPY_TO_BOTH_REFERENCE_CANDIDATE,MEDIUM,,,,,related_trust_types,"{""applies_to"": ""Trusts and estates"", ""body"": ""Use this guide page to track and explain amended return workflow for trust and estate filings where applicable."", ""category"": ""amended_returns"", ""created_at"": ""2026-04-12 22:20:18"", ""form_name"": ""Form 1041-X"", ""guide_id"": ""GUIDE-1041X"", ""related_trust_types"": ""simple;complex;irrevocable;revocable;other"", ""status"": ""published"", ""summary"": ""Amended return workflow for trust and estate returns."", ""updated_at"": ""2026-04-12 22:20:18""}"
tax_form_guides,"{""guide_id"": ""GUIDE-8841""}",QUARANTINE_GLOBAL_POLICY_REVIEW,GLOBAL_REVIEW,COPY_TO_BOTH_REFERENCE_CANDIDATE,MEDIUM,,,,,related_trust_types,"{""applies_to"": ""Individuals and fiduciary context"", ""body"": ""Form 8841 concerns prior year minimum tax credit issues. It should be treated as a supporting form guide and linked carefully to the relevant tax context."", ""category"": ""supporting_forms"", ""created_at"": ""2026-04-12 22:20:18"", ""form_name"": ""Form 8841"", ""guide_id"": ""GUIDE-8841"", ""related_trust_types"": ""other"", ""status"": ""published"", ""summary"": ""Credit for Prior Year Minimum Tax."", ""updated_at"": ""2026-04-12 22:20:18""}"
tax_form_guides,"{""guide_id"": ""GUIDE-56""}",QUARANTINE_GLOBAL_POLICY_REVIEW,GLOBAL_REVIEW,COPY_TO_BOTH_REFERENCE_CANDIDATE,MEDIUM,,,,,related_trust_types,"{""applies_to"": ""Fiduciaries"", ""body"": ""Form 56 is used in fiduciary relationship contexts and should be understood together with trust administration and authority notice workflow."", ""category"": ""authority_and_notice"", ""created_at"": ""2026-04-13 02:11:23"", ""form_name"": ""Form 56"", ""guide_id"": ""GUIDE-56"", ""related_trust_types"": ""other"", ""status"": ""published"", ""summary"": ""Notice concerning fiduciary relationship."", ""updated_at"": ""2026-04-13 02:11:23""}"
tax_form_guides,"{""guide_id"": ""GUIDE-2848""}",QUARANTINE_GLOBAL_POLICY_REVIEW,GLOBAL_REVIEW,COPY_TO_BOTH_REFERENCE_CANDIDATE,MEDIUM,,,,,related_trust_types,"{""applies_to"": ""Authorized representation"", ""body"": ""Form 2848 is often studied when understanding authority delegation and representative appointment issues."", ""category"": ""authority_and_notice"", ""created_at"": ""2026-04-13 02:11:23"", ""form_name"": ""Form 2848"", ""guide_id"": ""GUIDE-2848"", ""related_trust_types"": ""other"", ""status"": ""published"", ""summary"": ""Power of attorney and declaration of representative guide."", ""updated_at"": ""2026-04-13 02:11:23""}"
tax_form_guides,"{""guide_id"": ""GUIDE-8822B""}",QUARANTINE_GLOBAL_POLICY_REVIEW,GLOBAL_REVIEW,COPY_TO_BOTH_REFERENCE_CANDIDATE,MEDIUM,,,,,related_trust_types,"{""applies_to"": ""Entity address and responsible party changes"", ""body"": ""Form 8822-B is relevant when entity identification or address details change and must be maintained accurately."", ""category"": ""authority_and_notice"", ""created_at"": ""2026-04-13 02:11:23"", ""form_name"": ""Form 8822-B"", ""guide_id"": ""GUIDE-8822B"", ""related_trust_types"": ""other"", ""status"": ""published"", ""summary"": ""Change of address or responsible party update guide."", ""updated_at"": ""2026-04-13 02:11:23""}"
tax_form_guides,"{""guide_id"": ""GUIDE-K1""}",QUARANTINE_GLOBAL_POLICY_REVIEW,GLOBAL_REVIEW,COPY_TO_BOTH_REFERENCE_CANDIDATE,MEDIUM,,,,,related_trust_types,"{""applies_to"": ""Trust beneficiaries"", ""body"": ""Schedule K-1 is commonly associated with reporting beneficiary allocations and should be studied together with trust distribution workflow."", ""category"": ""supporting_forms"", ""created_at"": ""2026-04-13 02:11:23"", ""form_name"": ""Schedule K-1"", ""guide_id"": ""GUIDE-K1"", ""related_trust_types"": ""simple;complex;irrevocable;revocable;other"", ""status"": ""published"", ""summary"": ""Beneficiary allocation and reporting guide."", ""updated_at"": ""2026-04-13 02:11:23""}"
tax_form_guides,"{""guide_id"": ""GUIDE-TRUST-MINUTES-001""}",QUARANTINE_GLOBAL_POLICY_REVIEW,GLOBAL_REVIEW,COPY_TO_BOTH_REFERENCE_CANDIDATE,MEDIUM,,,,,related_trust_types,"{""applies_to"": ""Trustee decisions, approvals, executions, and archived governance records."", ""body"": ""Use trust minutes to record trustee decisions, approval, execution, signer capacity, and certificate generation."", ""category"": ""Governance"", ""created_at"": ""2026-05-01 18:05:20"", ""form_name"": ""Trust Minutes"", ""guide_id"": ""GUIDE-TRUST-MINUTES-001"", ""related_trust_types"": ""general, revocable, irrevocable, business"", ""status"": ""published"", ""summary"": ""Explains how trust minutes preserve decisions and connect to execution certificates."", ""updated_at"": ""2026-05-01 18:05:20""}"
tax_form_guides,"{""guide_id"": ""GUIDE-CERT-REGISTRY-001""}",QUARANTINE_GLOBAL_POLICY_REVIEW,GLOBAL_REVIEW,COPY_TO_BOTH_REFERENCE_CANDIDATE,MEDIUM,,,,,related_trust_types,"{""applies_to"": ""Executed or archived trust minutes with certificate IDs."", ""body"": ""The certificate registry lists certificate IDs, minute references, execution status, packet exports, and verification links."", ""category"": ""Governance"", ""created_at"": ""2026-05-01 18:05:20"", ""form_name"": ""Certificate Registry"", ""guide_id"": ""GUIDE-CERT-REGISTRY-001"", ""related_trust_types"": ""general"", ""status"": ""published"", ""summary"": ""Explains how the certificate registry indexes executed trust records."", ""updated_at"": ""2026-05-01 18:05:20""}"
tutorial_videos,"{""video_id"": ""VID-001""}",QUARANTINE_GLOBAL_POLICY_REVIEW,GLOBAL_REVIEW,COPY_TO_BOTH_REFERENCE_CANDIDATE,MEDIUM,,,,,trust_type,"{""category"": ""Foundations"", ""created_at"": ""2026-04-12 22:37:00"", ""description"": ""Starter overview explaining what a trust is and how the core roles fit together."", ""file_path"": """", ""thumbnail_path"": """", ""title"": ""Trust Basics Introduction"", ""transcript_notes"": ""Use this for beginning users who need a conceptual introduction before opening a workspace."", ""trust_type"": ""other"", ""updated_at"": ""2026-04-12 22:37:00"", ""video_id"": ""VID-001"", ""visibility"": ""internal""}"
tutorial_videos,"{""video_id"": ""VID-002""}",QUARANTINE_GLOBAL_POLICY_REVIEW,GLOBAL_REVIEW,COPY_TO_BOTH_REFERENCE_CANDIDATE,MEDIUM,,,,,trust_type,"{""category"": ""Trust Types"", ""created_at"": ""2026-04-12 22:37:00"", ""description"": ""Basic comparison video for revocable and irrevocable trust concepts."", ""file_path"": """", ""thumbnail_path"": """", ""title"": ""Revocable vs Irrevocable Overview"", ""transcript_notes"": ""Good companion to the trust types explorer and foundational article pages."", ""trust_type"": ""revocable"", ""updated_at"": ""2026-04-12 22:37:00"", ""video_id"": ""VID-002"", ""visibility"": ""internal""}"
tutorial_videos,"{""video_id"": ""VID-010""}",QUARANTINE_GLOBAL_POLICY_REVIEW,GLOBAL_REVIEW,COPY_TO_BOTH_REFERENCE_CANDIDATE,MEDIUM,,,,,trust_type,"{""category"": ""Trust Types"", ""created_at"": ""2026-04-13 02:11:23"", ""description"": ""Introduces the basic concepts behind land trust planning discussions."", ""file_path"": """", ""thumbnail_path"": """", ""title"": ""Land Trust Walkthrough"", ""transcript_notes"": ""Suggested companion to the Land Trust overview article."", ""trust_type"": ""land"", ""updated_at"": ""2026-04-13 02:11:23"", ""video_id"": ""VID-010"", ""visibility"": ""internal""}"
tutorial_videos,"{""video_id"": ""VID-011""}",QUARANTINE_GLOBAL_POLICY_REVIEW,GLOBAL_REVIEW,COPY_TO_BOTH_REFERENCE_CANDIDATE,MEDIUM,,,,,trust_type,"{""category"": ""Fiduciary Duties"", ""created_at"": ""2026-04-13 02:11:23"", ""description"": ""Explains practical fiduciary administration concepts inside the platform."", ""file_path"": """", ""thumbnail_path"": """", ""title"": ""Fiduciary Duties Walkthrough"", ""transcript_notes"": ""Suggested companion to the fiduciary duties article and fiduciary report screens."", ""trust_type"": ""other"", ""updated_at"": ""2026-04-13 02:11:23"", ""video_id"": ""VID-011"", ""visibility"": ""internal""}"
tutorial_videos,"{""video_id"": ""VID-012""}",QUARANTINE_GLOBAL_POLICY_REVIEW,GLOBAL_REVIEW,COPY_TO_BOTH_REFERENCE_CANDIDATE,MEDIUM,,,,,trust_type,"{""category"": ""Workspace"", ""created_at"": ""2026-04-13 02:11:23"", ""description"": ""Explains how to use the planning sandbox before creating formal records."", ""file_path"": """", ""thumbnail_path"": """", ""title"": ""How to Use the Workspace"", ""transcript_notes"": ""Suggested first video before using workspace, discussions, and execution tasks."", ""trust_type"": ""other"", ""updated_at"": ""2026-04-13 02:11:23"", ""video_id"": ""VID-012"", ""visibility"": ""internal""}"
user_permission_overrides,"{""id"": 2}",QUARANTINE_OWNERSHIP_REVIEW,UNRESOLVED_TENANT,QUARANTINE_TENANT_ADJUDICATION_REQUIRED,LOW,,,,,username,"{""created_at"": ""2026-04-28 19:26:59"", ""effect"": ""deny"", ""id"": 2, ""permission_name"": ""export_documents"", ""username"": ""trustee""}"
